description,desc,desc2,id_modelo,idioma_detectado
"About this item
Includes hydraulic bearings; cost-effective balance between a standard bushing bearing and one fdb bearing
Equ ipad o with a counterweight magnet on the shaft that reduces axial stress on the bearing, further ensuring the longevity of the bearing
Fan with optimized geometry for a good balance between static pressure and maximum airflow, ensuring great performance in any type of use
The custom design of dynamic series fans contributes to a harmonious and modern construction
TRIP WIRE TECHNOLOGY - Offers a micro turbulent layer that combats elements that negatively affect performance, providing more efficient and quiet ventilation overall
� See more product details",,"Fractal design dynamic gp-12 and gp-14 are true all-purpose fans, with good airflow in any usage scenario; their customized design lends to a beautifully aesthetic fan to help keep your system cool, yet quiet.designed with leading technology techniques in mind, the dynamic series fans feature aerodynamic elements, similarly found in airplane wing designs, with significant noise-reducing elements, resulting in a fantastic price-performance ratio.the dynamic series fans come In two colour combinations: all-black and the classic Fractal Design signature color scheme with white blades and black frame.",142545737,eng
,,,142502396,vacio
"About this item
Vulcanized Kit
Kit for cables � 8 to 12 mm","Product details
Is discontinued by manufacturer ? : ? No
Package Dimensions ? : ? 13.1 x 12.3 x 11.6 cm; 190 g
Date First Available ? : ? 4 Aug. 2016
Manufacturer ? : ? Fluidra
ASIN ? : ? B00WRCN4HA
Item model number ? : ? 35661
Best Sellers Rank: 507,287 in DIY & Tools (See Top 100 in DIY & Tools)
2,022 in Electrical Wire
Customer reviews: 2.2 
2.2 out of 5 stars
    2 ratings",,142536185,eng
"About this item
Cubierta dura",,,142494113,por
"About this item
Producto original.
Producto de calidad.
Art�culo nuevo y sin usar.","Product details
Is discontinued by manufacturer ? : ? No
Product Dimensions ? : ? 2.54 x 2.54 x 2.54 cm; 85.05 g
Date First Available ? : ? 22 Oct. 2015
Manufacturer ? : ? Fenix
ASIN ? : ? B012YWTD90
Item model number ? : ? FX-AER-03
Customer reviews: 4.0 
4.0 out of 5 stars
    44 ratings","Cable en espiral, interruptor de aer � 03 para tk16, tk32 (2015 Edition) los datos: Fenix 24 cm, a 80 cm ausziehbarmoment y duraci�n lichtge r�uschloser interruptor; Vida �til de hasta 100.000 con una conmutaci�n rg�nge. equipado con Velcro para fijar r�pida agua resistente despu�s de IPX 8 est�ndar Peso: 65 gramos.",142520044,spa
,,"La fuerte uso c�clico Intact Gel Power ofrece un m�ximo de alimentaci�n de energ�a para el uso profesional usted es ideal para operaciones de carga y descarga desigual como por ejemplo en aplicaciones Solar como tope. por la mayor vida �til en comparaci�n con pilas se calcula la Intact de gel convencionales Power tambi�n en t�rminos econ�micos. a trav�s de su construcci�n robusta con conexi�n en las ventajas espec�ficas de la Gel Tipo de tecnolog�a de bater�a de la Power de Intact Gel se caracteriza por su alta resistencia a la vibraci�n.Capacidad: Gel 80b en 100 H: 12 V/90 Ah Dimensiones mm: 353 x 175 x 190 Acabado: Tecnolog�a de gel � cerrados � NO requiere mantenimiento de relleno de estado: Y cargar calidad: calidad OEM Capacidad: de hasta 12 meses de almacenamiento Capacidad de almacenamiento de ciclos: 500 ciclos de carga seg�n IEC 254 � 1 Aplicaciones: Ocio y Deporte de veh�culos, Coches � Camiones � Audio � veleros de car � Motor Yates � Barcos El�ctricos � para Caddies de golf",142517267,spa
,,,142501408,vacio
,"Product details
Is discontinued by manufacturer ? : ? No
Item Weight ? : ? 100 g
Date First Available ? : ? 3 Feb. 2016
ASIN ? : ? B015DJEB48
Manufacturer reference ? : ? CBET13122",,142501410,eng
"About this item
mini computer case
Material: metal
Colour: black
� See more product details",,Chieftec UE-02B computer case Mini Tower Black 250 W,142492607,fra
"About this item
The hEX PoE Lite is a small SOHO router in a nice plastic case
CPU: 650MHz; 1x USB 2.0
Memory: 64MB DDR SDRAM
Ethernet: 5x 10/100 Mbit/s Fast Ethernet ports. Power Output On ports 2-5, Ourput: 1A max per port; 2A max total.
OS: MikroTik RouterOS, Level4 license
� See more product details",,w,142531019,eng
"About this item
Stylish street pirate illustration touch on horn
It is made of high quality metal
Easy to mount handlebar bicycle bell
Package Dimensions :7.5 "" L X7.5 "" H X5.5 "" W
� See more product details",,,142439464,eng
"About this item
Camelion Electronic button cells provide stable power for small electronic devices
Rated voltage: 1.5V
Quantity:2pcs
� See more product details",,,142501981,eng
"About this item
POWERFUL REFRACTOR TELESCOPE - The AstroMaster 102AZ refractor telescope is powerful and easy to use. Fully coated glass optics, sturdy and lightweight frame, 2 eyepieces, StarPointer red dot finder and an adjustable tripod
HIGH QUALITY 102MM OPTIC: The heart of the system is its 102mm fully coated primary mirrors. The AstroMaster's stand has a panoramic handle that allows you to make precision adjustments to view celestial and terrestrial objects
QUICK SETUP & LIGHTWEIGHT FRAME: This telescope for adults and kids has a lightweight frame and manual altazimuth mount that allows for smooth and accurate aiming. Setup is quick and simple and requires no tools
ACCESSORIES INCLUDED: Two eyepieces (20mm and 10mm), tripod, right-image zenith prism and StarPointer sight glass with red dot. Accessories include a FREE download of consumer-rated astronomy software
UNBEATABLE WARRANTY AND CUSTOMER SUPPORT: Shop with complete peace of mind from a leading telescope brand, based in California since 1960. You will also receive a 2-year warranty and unlimited access to our technical support","Batteries ? : ? 1 Lithium Metal batteries required. (included)
Is discontinued by manufacturer ? : ? No
Product Dimensions ? : ? 91.44 x 76.2 x 129.54 cm; 5.85 kg
Date First Available ? : ? 12 April 2016
Manufacturer ? : ? Celestron
ASIN ? : ? B01E5DVONO
Item model number ? : ? 22065
Guaranteed software updates until ? : ? unknown
Best Sellers Rank: 9,589 in Electronics (See Top 100 in Electronics)
22 in Refractor Telescopes
Customer reviews: 4.3 
4.3 out of 5 stars
    4,297 ratings","If you are looking for a high-quality telescope with a professional design that is easy to set up and use, the Celestron AstroMaster 102AZ Series is your best choice. The AstroMaster 102AZ refractor telescope can be used by adults and children at the same time, is powerful and easy to use, and is designed with a lightweight frame and fully coated optics. Our Celestron telescope has a fully coated primary mirror. It also features an AstroMaster manual altazimuth mount, which includes a panoramic handle that allows precision adjustments for easy tracking of celestial objects moving across the night sky. The two eyepieces combine with the 102mm aperture optics to generate amazing magnification. The 20mm eyepiece offers 33x magnification, while the 10mm eyepiece offers up to 66x close views. This allows you to focus distant objects with incredible sharpness. We designed the AstroMaster telescope series for kids to enjoy exploring space with adult supervision. Its superior materials offer clear, crisp images of Saturn, Jupiter and the Moon, as well as space objects such as galaxies or nebulae. You can also use this telescope to view terrestrial objects during the day. The telescope sets up quickly without any tools. The kit includes a sturdy pre-assembled tripod with 1.25"" steel tube legs, which offer stability and allow hours of safe use. Additionally, download BONUS Starry Night Basic Edition astronomical software to perform interactive simulations in the sky, with a database of 36,000 objects and printable celestial maps. It's the best way to learn about the night sky, download printable celestial maps, investigate thousands of celestial bodies, and plan your next observation session. Shop with peace of mind the #1 telescope brand in the world, based in California since 1960. You will also receive a two-year warranty and unlimited access to technical support from our team of US experts.",142537779,eng
,"Product details
Is discontinued by manufacturer ? : ? No
Item Weight ? : ? 1 kg
Date First Available ? : ? 2 Mar. 2017
Manufacturer ? : ? NASH TACKLE
ASIN ? : ? B01G421OSO
Manufacturer reference ? : ? T3396
Customer reviews: 5.0 
5.0 out of 5 stars
    2 ratings","Utilizando el mismo material resistente al agua revestido de poliuretano como aparece en Indulgence Air cubiertas, Stuff bolsas para mantener el agua fuera o Muck en. De almacenamiento de art�culos m�s grandes como h�medo waders y botas o carretilla ruedas para dejar su mochila o limpiador de coche para mantener a la pieza de ropa o incluso rollo de loo seco � Los usos son infinitas. Fuerte, resistente al agua hasta 2000 mm con cord�n Cierre y acabado con el �nico Nash camuflaje. S�lo cosas y almacenar � para una simple soluci�n de espacio eficiente.",142513109,spa
"About this item
Camelion Electronic button batteries provide stable power for small electronic devices
Rated Voltage: 1.5V
Quantity: 2 pieces
� See more product details",,"For more than 15 years the name CAMELION has been associated with the idea of mobile energy and mobile light. CAMELION is a global operating company, specializing in the research, development and production of quality batteries, rechargeable batteries, battery chargers, flashlights, LEDs, and energy-saving lamps. Starting with a factory in 1994, CAMELION today produced in more than 10 factories, all equipped with the most modern technology in the production process, to counter the global need for cheap and high-quality batteries. As an industry leader, CAMELION distributes its wide range of products to wholesalers, mail order companies, online retailers and DIY stores worldwide. CAMELION is known to its clients as a competent and reliable partner, who is often rewarded with years of customer loyalty.",142501982,eng
"About this item
disco freno moto galfer wave flotante 220x4mm df70
disco freno moto galfer wave flotante 220x4mm df70",,"Discos de freno Galfer Wave Flotante (C. Acero) 220x4mm para motoLos discos de freno Disc Wave representan el triunfo en I+D por parte de parte de Galfer.Cortados en lser a partir de acero inoxidable al carbono , suponen la aplicacin aluminio anodizado o cromado de alta resistencia (7075 T6 - 6082 T6) o acero inoxidable (AISI 420)Dimetro 220mmDimetro del agujero 105mmPeso 684gEspesor 4mm",142546796,spa
,,,142546803,vacio
"Cazuela amortiguador apto para Westfalia wae 1202, nuevas ejecuci�n",,,142556950,spa
"About this item
Official License
My Neighbor Totoro
Totoro
Studio Ghibli
Miyazaki
� See more product details",,"Descripci�n del producto

Small plush toy with suction cup of a dust bunny or soot pixie, like the ones featured in the anime films My Neighbor Totoro or The Journey of Chihiro.

Advertencia de seguridad

Not required",142239355,eng
"About this item
Each character possesses unique weapons and skills to battle the monstrosities within this strange realm.
Unravel the secrets of Eclipse and vanquish evil from Morimiya
Enjoy additional tales of the Wielders that weren't depicted in the main story. Once you've completed the game, get access to an all new quest and carry on the adventure
Play as the mysterious knight, White Shroud. Brandish unrivaled strength and the powers of light to take down vile monsters and vicious bosses
International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.","Product details
Is discontinued by manufacturer ? : ? No
Rated ? : ? Ages 16 & Over
Product Dimensions ? : ? 1.52 x 13.46 x 17.27 cm; 68 g
Release date ? : ? 14 Dec. 2017
ASIN ? : ? B01N4PCCN1
Item model number ? : ? PS4-011
Best Sellers Rank: 19,250 in Videogames (See Top 100 in Videogames)
2,072 in PlayStation 4 Games
Customer reviews: 4.5 
4.5 out of 5 stars
    264 ratings",,142493013,eng
,,,142522426,vacio
"??ILUMINACI�N �PTIMA DE LA PISCINA: Este proyector de luz LED para piscinas proporciona una potente iluminaci�n RGB con una salida de 1,100 l�menes, garantizando una excelente visibilidad en su piscina. Para una iluminaci�n efectiva, se recomienda instalar un proyector LED LumiPlus Rapid por cada 15-20 m� de superficie de la piscina.
??RESISTENTE Y DURADERO ANTE EL AGUA SALADA: Con un acabado blanco de ABS y una clasificaci�n de protecci�n IPX8, este proyector de luz LED para piscinas est� dise�ado para resistir los ambientes de piscina, incluida el agua salada, garantizando un rendimiento y durabilidad duraderos.
?? ALTA EFICIENCIA ENERG�TICA: Ahorre hasta un 92% en el consumo de energ�a con este proyector LED sumergible de baja potencia, dise�ado para proporcionar un brillo m�ximo mientras minimiza el uso de energ�a, perfecto para propietarios de piscinas conscientes del medio ambiente.
??INSTALACI�N F�CIL: El proyector LED LumiPlus Rapid Essential se puede instalar f�cilmente utilizando una boquilla, conducto de pared, nicho, o incluso directamente en una tuber�a con un kit opcional, convirti�ndolo en una soluci�n de iluminaci�n vers�til para piscinas de concreto.
??ASTRALPOOL, LA MARCA DE PISCINAS: AstralPool ofrece una amplia gama de productos para el control y conducci�n del agua, para construir, remodelar o mantener una piscina residencial o comercial, parque acu�tico, spa y centro de bienestar. Con m�s de 50 a�os de experiencia y presencia en m�s de 170 pa�ses.","Product details
Product Dimensions ? : ? 30 x 30 x 30 cm; 1 kg
Date First Available ? : ? 17 May 2017
Manufacturer ? : ? Fluidra
ASIN ? : ? B071F9TJ4Q
Item model number ? : ? 64561","Ilumina tu piscina con el Proyector de Luz LED RGB LumiPlus Rapid Essential, dise�ado para ofrecer un brillo �ptimo y eficiencia energ�tica. Con una potente salida de 1,100 l�menes, este proyector LED garantiza una excelente visibilidad, siendo ideal tanto para piscinas residenciales como comerciales. Para la mejor experiencia de iluminaci�n, se recomienda instalar un proyector por cada 15-20 m� de superficie de la piscina, asegurando una iluminaci�n uniforme y brillante. Construido para durar, el LumiPlus Rapid Essential cuenta con un resistente acabado blanco de ABS y una clasificaci�n de protecci�n IPX8, haci�ndolo altamente resistente a entornos acu�ticos, incluidas las piscinas de agua salada. Su robusta construcci�n garantiza un rendimiento y fiabilidad duraderos, incluso en las condiciones m�s duras. Una de las caracter�sticas destacadas de este proyector LED es su eficiencia energ�tica. Ahorra hasta un 92% en el consumo de energ�a sin comprometer el brillo, lo que lo hace perfecto para propietarios de piscinas ecoconscientes que desean reducir su impacto ambiental mientras disfrutan de una piscina bellamente iluminada. La instalaci�n es sencilla y vers�til. El LumiPlus Rapid Essential se puede instalar f�cilmente utilizando un boquilla, conducto de pared, nicho o directamente en una tuber�a con un kit opcional. Esto lo convierte en una excelente soluci�n de iluminaci�n para piscinas de hormig�n. AstralPool es una marca l�der con m�s de 50 a�os de experiencia, que ofrece productos de alta calidad para piscinas en m�s de 170 pa�ses en todo el mundo.",142536221,spa
