_archivo,id_modelo,referenciaWeb,modelo,url,title,price,mainImage,allMainImages,description
142589356.json,142589356,5903108661058,5903108661058,https://3mk.global/unbreakable-glass-for-apple-iphone-15-pro-max-3mk-flexibleglass-pro,Unbreakable glass for Apple iPhone 15 Pro Max - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/7/073d5068-39f0-498c-a2ed-c3cafdf0d8cd-250.jpg,"https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/7/073d5068-39f0-498c-a2ed-c3cafdf0d8cd-250.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/e/8/e8a39bee-0fda-4d9d-961a-36d5c8ff803e-508.jpg,https://3mk.global/media/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/e/4/e4396827-3ee3-4731-a1c0-9b74676895ca-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/7/073d5068-39f0-498c-a2ed-c3cafdf0d8cd-250.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/e/4/e4396827-3ee3-4731-a1c0-9b74676895ca-500.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/1/c/1c5b0c79-4ec1-41a2-ac69-b6c115de5457-501.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/e/6/e60d57b7-4f36-46e8-b9d0-12c1cb5b85e2-502.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/0/00685be4-43bc-4f2f-a82c-02f5914c7f6c-503.jpg,https://3mk.global/media/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/9/0/90187206-8426-4667-a9ed-56bd0e09b6d7-504.jpg","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Apple iPhone 15 Pro Max

Shatterproof glass

The glass's durability and the film's flexibility

Unbeatable even from 4 m*

Protects the screen during a fall

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. A hybrid that combines the toughness of tempered glass with the flexibility of a film offers modern protection in the PRO version.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only withstands everyday threats but also stands firm in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs all the impact force, protecting the screen from scratches and cracks. The fall resistance from as high as 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on trust. *The device's resistance to a fall from a height of 4 m has been confirmed based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you have reliable protection at all times, even in difficult conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications Installing the glass on the screen can be quite tricky... But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid smoothly and without hassle in the comfort of your home. The set includes handy accessories: Fit-In™ positioning stickers, Dust-Fix™ sheets for removing leftover dirt and dust, cleaning cloths, and a special squeegee. With this support, everything will go according to your plan. Bubbles and imperfections will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ glass for Apple iPhone 15 Pro Max,
Fit-In™ stickers - for easy glass positioning,
Dust-Fix™ sheets - to help remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for cleaning the screen,
packaging."
142589357.json,142589357,5903108681971,5903108681971,https://3mk.global/shatterproof-glass-for-google-pixel-10-pro-xl-3mk-flexibleglass-pro,Shatterproof glass for Google Pixel 10 Pro XL - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/a/ca7942f6-a396-4fd4-9d46-385ff9532549-250_jpg.webp,"https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/c/a/ca7942f6-a396-4fd4-9d46-385ff9532549-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/1/e/1e74a92d-44a8-4d44-b59f-89b866217e96-512_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/b/b/bbdb6a4c-ab4d-4da4-b581-a15e8d227796-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/c/a/ca7942f6-a396-4fd4-9d46-385ff9532549-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/b/b/bbdb6a4c-ab4d-4da4-b581-a15e8d227796-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/7/e/7e845bfc-7e59-4bf0-a8fb-369d040a8e8e-501_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/e/3/e35f33cb-4afd-4fac-ba18-7d1984c6df50-502_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/4/1/418feae5-8c85-4ff3-862e-9ed8a5cb5c72-503_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/1/c/1c70768b-b73c-44c3-87fe-4b4ff7439d32-504_jpg.webp","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Google Pixel 10 Pro XL

Shatterproof glass

The strength of glass and the flexibility of film

Unbeatable even from 4 m*

Protects the screen during falls

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. The hybrid combining the strength of tempered glass with the flexibility of film offers modern PRO-level protection.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only faces daily threats but is also resilient in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs the entire impact force, safeguarding the screen from scratches and cracks. The drop resistance from up to 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on faith. *The device's resistance to a fall from a height of 4 m has been validated based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you are ensured reliable protection at all times, even in tough conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications During the installation of the glass on the screen, you might have to maneuver quite a bit… But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid efficiently and hassle-free in the comfort of your home. The set includes clever accessories: Fit-In™ positioning stickers, Dust-Fix™ strips to remove leftover dirt and dust, cleaning cloths, and a special applicator. With such support, everything will go according to your plans. Bubbles and unevenness will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ for Google Pixel 10 Pro XL,
Fit-In™ stickers - to facilitate glass positioning,
Dust-Fix™ strips - helping to remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for screen cleaning,
packaging."
142589360.json,142589360,5903108681209,5903108681209,https://3mk.global/shatterproof-glass-for-redmi-15c-4g-poco-c85-4g-3mk-flexibleglass-pro,Shatterproof glass for Redmi 15C 4G/ Poco C85 4G - 3mk FlexibleGlass Pro,€24.90,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/f/0fddcc71-a6f6-4814-b798-e831c36bd823-250_jpg.webp,"https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/0/f/0fddcc71-a6f6-4814-b798-e831c36bd823-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/4/3/4341176d-785e-41bf-bce6-127ceca9c164-512_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/c2f8db12396969be282d8f854cf4907c/7/4/748f60f3-0484-43c2-9c5e-16690c77fe09-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/0/f/0fddcc71-a6f6-4814-b798-e831c36bd823-250_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/7/4/748f60f3-0484-43c2-9c5e-16690c77fe09-500_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/7/d/7defebf2-7aae-4657-9d1b-ce0b34de1b3d-501_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/6/d/6dfcb9c2-5fda-4c19-bc05-41ec64e24731-502_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/8/e/8e71de3a-0276-4a5a-9548-da2e2a01d60d-503_jpg.webp,https://3mk.global/media/amasty/webp/catalog/product/cache/0d1dc581df75d02c8021ffa6fa6d7efb/3/8/38983fe4-6992-449a-9053-8833dd2a762f-504_jpg.webp","FlexibleGlass Pro™ - Feel the power!

Hybrid glass for Redmi 15C

Shatterproof glass

The strength of glass and the flexibility of film

Unbeatable even from 4 m*

Protects the screen during falls

Resistant to high temperatures

Reliable in hot situations

Shatterproof glass

FlexibleGlass Pro™ is shatterproof hybrid glass that effectively protects the screen from all kinds of damage, even in the most critical situations. The hybrid combining the strength of tempered glass with the flexibility of film offers modern PRO-level protection.

Unbeatable even from 4 m* FlexibleGlass Pro™ not only faces daily threats but is also resilient in the event of falls from great heights. When your smartphone experiences an extreme drop onto hard concrete, the glass absorbs the entire impact force, safeguarding the screen from scratches and cracks. The drop resistance from up to 4 m* has been confirmed in tests. You don't have to take the power of FlexibleGlass Pro™ on faith. *The device's resistance to a fall from a height of 4 m has been validated based on a test conducted under laboratory conditions, in accordance with the standardized measurement method 3mk 1-05.

Resistant to high temperatures

With FlexibleGlass Pro™, you are ensured reliable protection at all times, even in tough conditions, including high temperatures. The thermal resistance of our hybrid glass has been verified by the accredited research laboratory J.S. Hamilton.

Installation without complications During the installation of the glass on the screen, you might have to maneuver quite a bit… But not with FlexibleGlass Pro™! You can install our groundbreaking hybrid efficiently and hassle-free in the comfort of your home. The set includes clever accessories: Fit-In™ positioning stickers, Dust-Fix™ strips to remove leftover dirt and dust, cleaning cloths, and a special applicator. With such support, everything will go according to your plans. Bubbles and unevenness will no longer stand in your way!

The set includes
3mk FlexibleGlass Pro™ for Redmi 15C,
Fit-In™ stickers - to facilitate glass positioning,
Dust-Fix™ strips - helping to remove dust particles,
Anti-Bubble Card™ - for removing air bubbles,
Cleaning Set - for screen cleaning,
packaging."
142589364.json,142589364,,5903108664479,https://3mk.global/search/5903108664479,,,,,
142589366.json,142589366,,5903108653961,https://3mk.global/search/5903108653961,,,,,
142589368.json,142589368,,5903108651868,https://3mk.global/search/5903108651868,,,,,
142589369.json,142589369,,5903108679978,https://3mk.global/search/5903108679978,,,,,
142589371.json,142589371,,5903108671644,https://3mk.global/search/5903108671644,,,,,
142589372.json,142589372,,5903108671651,https://3mk.global/search/5903108671651,,,,,
142589373.json,142589373,,5903108671668,https://3mk.global/search/5903108671668,,,,,
142589374.json,142589374,,5903108671576,https://3mk.global/search/5903108671576,,,,,
142589375.json,142589375,,5903108671606,https://3mk.global/search/5903108671606,,,,,
142589376.json,142589376,,5903108671590,https://3mk.global/search/5903108671590,,,,,
142589377.json,142589377,,5903108671583,https://3mk.global/search/5903108671583,,,,,
142589378.json,142589378,,5903108671620,https://3mk.global/search/5903108671620,,,,,
142589380.json,142589380,,5903108671514,https://3mk.global/search/5903108671514,,,,,
142589381.json,142589381,,5903108671507,https://3mk.global/search/5903108671507,,,,,
142589382.json,142589382,,5903108671538,https://3mk.global/search/5903108671538,,,,,
142589384.json,142589384,,5903108671491,https://3mk.global/search/5903108671491,,,,,
142589385.json,142589385,,5903108671484,https://3mk.global/search/5903108671484,,,,,
142589386.json,142589386,,5903108671453,https://3mk.global/search/5903108671453,,,,,
142589387.json,142589387,,5903108669283,https://3mk.global/search/5903108669283,,,,,
142589388.json,142589388,,5903108679930,https://3mk.global/search/5903108679930,,,,,
142589389.json,142589389,,5903108671545,https://3mk.global/search/5903108671545,,,,,
142589390.json,142589390,,5903108669313,https://3mk.global/search/5903108669313,,,,,
142589391.json,142589391,,5903108671569,https://3mk.global/search/5903108671569,,,,,
142589392.json,142589392,,5903108525718,https://3mk.global/search/5903108525718,,,,,
142589394.json,142589394,,5903108671675,https://3mk.global/search/5903108671675,,,,,
142589395.json,142589395,,5903108671880,https://3mk.global/search/5903108671880,,,,,
142589396.json,142589396,,5903108671897,https://3mk.global/search/5903108671897,,,,,
142589397.json,142589397,,5903108671828,https://3mk.global/search/5903108671828,,,,,
142589398.json,142589398,,5903108671859,https://3mk.global/search/5903108671859,,,,,
142589399.json,142589399,,5903108671842,https://3mk.global/search/5903108671842,,,,,
142589400.json,142589400,,5903108671835,https://3mk.global/search/5903108671835,,,,,
142589401.json,142589401,,5903108671873,https://3mk.global/search/5903108671873,,,,,
142589402.json,142589402,,5903108671866,https://3mk.global/search/5903108671866,,,,,
142589403.json,142589403,,5903108671767,https://3mk.global/search/5903108671767,,,,,
142589404.json,142589404,,5903108671750,https://3mk.global/search/5903108671750,,,,,
142589405.json,142589405,,5903108671781,https://3mk.global/search/5903108671781,,,,,
142589406.json,142589406,,5903108671774,https://3mk.global/search/5903108671774,,,,,
142589407.json,142589407,,5903108671705,https://3mk.global/search/5903108671705,,,,,
142589408.json,142589408,,5903108671743,https://3mk.global/search/5903108671743,,,,,
